Date,Close
2025-07-27,666.72
2025-07-28,658.69
2025-07-29,665.98
2025-07-30,660.12
2025-07-31,650.71
2025-08-03,637.64
2025-08-04,657.74
2025-08-05,645.0
2025-08-06,643.09
2025-08-07,643.93
2025-08-12,639.98
2025-08-13,639.32
2025-08-14,637.46
2025-08-17,628.26
2025-08-18,624.57
2025-08-19,629.28
2025-08-20,627.42
2025-08-21,626.12
2025-08-24,625.35
2025-08-25,622.83
2025-08-26,626.45
2025-08-27,631.31
2025-08-28,630.26
2025-08-31,634.1
2025-09-01,659.97
2025-09-02,661.75
2025-09-03,654.46
2025-09-04,651.75
2025-09-07,642.44
2025-09-08,631.7
