Date,Close
2025-07-27,381.53
2025-07-28,376.59
2025-07-29,389.28
2025-07-30,383.86
2025-07-31,375.2
2025-08-03,367.67
2025-08-04,368.62
2025-08-05,366.5
2025-08-06,364.84
2025-08-07,369.57
2025-08-12,369.16
2025-08-13,368.57
2025-08-14,367.83
2025-08-17,366.09
2025-08-18,365.9
2025-08-19,368.62
2025-08-20,367.12
2025-08-21,367.43
2025-08-24,365.39
2025-08-25,364.75
2025-08-26,368.17
2025-08-27,371.23
2025-08-28,369.2
2025-08-31,366.06
2025-09-01,372.3
2025-09-02,373.72
2025-09-03,373.05
2025-09-04,371.92
2025-09-07,369.68
2025-09-08,365.16
