Date,Open,High,Low,Close,Volume,SMA,EMA,RSI,OBV
2024-11-28,242.5,244.0,238.0,238.0,100304.0,241.70714285714286,240.68278104300185,35.92493296238743,-687035.0
2024-12-01,242.7,242.7,233.1,233.5,130998.0,240.6357142857143,239.72507690393493,32.05741625720566,-818033.0
2024-12-02,230.0,239.2,230.0,232.0,149608.0,239.1357142857143,238.69506665007697,22.938144321620257,-967641.0
2024-12-03,236.6,236.6,230.6,232.9,105531.0,237.90000000000003,237.92239109673338,26.558265572579543,-862110.0
2024-12-04,237.5,237.5,230.8,230.8,120664.0,236.8642857142857,236.97273895050228,28.739002920752327,-982774.0
2024-12-05,231.0,234.0,229.4,230.4,94745.0,235.80714285714288,236.096373757102,28.488372081429176,-1077519.0
2024-12-08,228.0,230.0,224.0,224.6,202914.0,234.42142857142858,234.56352392282173,25.128205119184756,-1280433.0
2024-12-09,228.0,228.0,221.6,224.5,102000.0,233.29285714285714,233.22172073311216,27.683615808260726,-1382433.0
2024-12-10,226.9,226.9,221.0,223.9,88443.0,232.28571428571428,231.97882463536388,29.08011868228128,-1470876.0
2024-12-11,221.0,232.0,221.0,231.5,143870.0,232.03571428571428,231.9149813506487,45.430809382871246,-1327006.0
2024-12-12,236.1,236.1,225.0,225.0,150406.0,231.44285714285712,230.99298383722888,40.37122968526224,-1477412.0
2024-12-16,225.0,225.0,221.0,222.0,130342.0,230.65,229.79391932559835,37.908496720463646,-1607754.0
2024-12-17,226.4,226.4,220.6,223.8,78991.0,229.6357142857143,228.99473008218524,33.41121494234214,-1528763.0
2024-12-18,223.5,225.0,220.5,222.9,119734.0,228.27142857142857,228.18209940456055,25.944584373722336,-1648497.0
2024-12-19,223.0,224.6,219.0,220.0,119007.0,226.9857142857143,227.09115281728583,26.683937814156096,-1767504.0
2024-12-22,215.6,220.0,214.1,215.0,185837.0,225.66428571428574,225.47899910831438,26.342710988010296,-1953341.0
2024-12-23,213.2,219.5,213.2,219.0,101124.0,224.7357142857143,224.61513256053914,34.3749999884315,-1852217.0
2024-12-24,223.3,232.0,219.0,230.5,365473.0,224.5642857142857,225.3997815524673,47.70114941249394,-1486744.0
2024-12-26,230.0,249.7,226.1,244.0,2099594.0,225.5071428571429,227.879810678805,60.377358477275415,612850.0
2024-12-29,248.8,250.0,239.1,241.1,1065655.0,226.27142857142857,229.64250258829767,58.09379726454896,-452805.0
2024-12-31,245.9,249.9,233.0,238.0,1508557.0,227.22857142857146,230.75683557652468,60.567823330473985,-1961362.0
2025-01-01,242.7,242.7,227.1,230.0,384436.0,227.6214285714286,230.6559241663214,53.85694248591869,-2345798.0
